name,selected,diocese,town,order,typeHouse,members,year,latitude,longitude,mother hou,nickAdd,NAnetInc,lnInc,survival,bigOrder,smallOrder,bigHouse,smallHouse,rebel,distLond,ladyHouse,ladyInc,county,region,founded,originalFoundation,foundedSource,ID
Eastminster,,,Tower Hill,Cistercian,,,1538,51.5094,-0.0723,,,,,2,1,0,0,1,0,0.04580393,0,,MIDDLESEX,2,,,,258
"Greyfriars, London",,,Newgate,Franciscan,"Friars Minor, Conventual",Friars,1538,51.5162,-0.0996,London,,,,2,0,1,0,1,0,0.019511279,0,,MIDDLESEX,2,,,,259
Kilburn Priory Augustinians,,,Kilburn,Augustinian,,Canonesses,1537,51.541,-0.1896,,,,,1,1,0,0,1,0,0.077931059,1,,MIDDLESEX,2,,,,260
London,,,London,Carmelites,,,1538,51.51365,-0.107738,,,,,2,0,1,0,1,0,0.010986061,0,,MIDDLESEX,2,,,,261
London Crutched Friars,,,,Crutched Friars,,Friars,1538,51.510833,-0.078347,,,,,2,0,1,0,1,0,0.039761727,0,,MIDDLESEX,2,,,,262
Ludgate,,,London,Dominican,,Friars,1538,51.512778,-0.1025,London,,,,2,0,1,0,1,0,0.015845418,0,,MIDDLESEX,2,,,,263
Canterbury Cathedral College,,,Oxford,Benedictine,,Monks,1539,51.7535,-1.25,Canterbury Cathedral,,,,3,1,0,0,1,0,1.157795258,0,,OXFORDSHIRE,2,,,,264
Gloucester College Priory,,,Oxford,Benedictine,,Monks,1538,51.754941,-1.263838,,,,,2,1,0,0,1,0,1.171627781,0,,OXFORDSHIRE,2,,,,265
Oxford,,,Oxford,Franciscan,"Friars Minor, Conventual",Friars,1538,51.750574,-1.262451,Oxford,,,,2,0,1,0,1,0,1.169365238,0,,OXFORDSHIRE,2,,,,266
Oxford Austin Friars,,,Oxford,Augustinian,Austin Friars,Friars,1538,51.755814,-1.254319,Oxford,,,,2,1,0,0,1,0,1.162505113,0,,OXFORDSHIRE,2,,,,267
Oxford Trinitarian Priory,,,Oxford,Augustinian,Trinitarian,Friars,1538,51.75255,-1.249271,,,,,2,1,0,0,1,0,1.156883025,0,,OXFORDSHIRE,2,,,,268
Oxford Whitefriars,,,Oxford,Carmelites,,,1538,51.75506,-1.262097,,,,,2,0,1,0,1,0,1.16995023,0,,OXFORDSHIRE,2,,,,269
"St Bernard's College, Oxford",,,Oxford,Cistercian,,,1539,51.75612,-1.258605,,,,,3,1,0,0,1,0,1.166759062,0,,OXFORDSHIRE,2,,,,270
St Ebbe's,,,Oxford,Dominican,,Friars,1538,51.747168,-1.263702,Oxford,,,,2,0,1,0,1,0,1.16989427,0,,OXFORDSHIRE,2,,,,271
Guildford Black Friary,,,Guildford,Dominican,,Friars,1538,51.239189,-0.586825,London,,,,2,0,1,0,1,0,0.541333283,0,,SURREY,2,,,,272
Burtle Moor,1.0,,Moorlynch,Augustinian,,Canons,1536,51.1713,-2.873,,,6.0,1.791759469,0,1,0,0,1,0,2.775642574,0,0.0,SOMERSET,3,1270.0,,https://www.british-history.ac.uk/vch/som/vol2/pp134-139,273
Holme,,,East Holme,Benedictine,Cluniac,,1539,50.673251,-2.144031,,,16.0,2.772588722,3,1,0,0,1,0,2.191927304,0,0.0,DORSET,3,,,,274
Poulton Priory,,,Poulton,Gilbertine,,Canons,1539,51.698975,-1.863894,,,20.0,2.995732274,3,0,1,0,1,0,1.755992096,0,0.0,WILTSHIRE,3,,,,275
Barrow Gurney Nunnery,1.0,,Barrow Gurney,Benedictine,,Nuns,1536,51.4073,-2.6748,,,24.0,3.17805383,0,1,0,0,1,0,2.558761845,1,24.0,SOMERSET,3,1212.0,,https://www.british-history.ac.uk/vch/som/vol2/pp107-109,276
St Anthony in Roseland Priory,,,,Augustinian,,Canons,1538,50.148086,-5.013542,,,28.0,3.33220451,2,1,0,0,1,0,5.081354359,0,0.0,CORNWALL,3,,,,277
Kerswell Priory,1.0,,Broadhembury,Benedictine,Cluniac,,1538,50.849253,-3.316734,,,28.0,3.33220451,2,1,0,0,1,0,3.266166876,0,0.0,DEVON,3,1125.0,,https://historicengland.org.uk/listing/the-list/list-entry/1098042?section=official-list-entry,278
Easebourne Priory,1.0,,Easebourne,Augustinian,,Canonesses,1536,50.995034,-0.725849,,,29.0,3.36729583,0,1,0,0,1,0,0.796585732,1,29.0,SUSSEX,3,1250.0,,"https://www.british-history.ac.uk/vch/sussex/vol2/pp84-85#anchorn3, ""in the thirteenth century""",279
Marlborough Priory,,,,Gilbertine,,Canons,1538,51.418078,-1.724255,,,30.0,3.401197382,2,0,1,0,1,0,1.608783248,0,0.0,WILTSHIRE,3,,,,280
Dunster Priory,,,Dunster,Benedictine,,Monks,1539,51.1836,-3.4484,Bath,,37.0,3.610917913,3,1,0,0,1,0,3.346256871,0,0.0,SOMERSET,3,,,,281
Cannington Nunnery,,Bath Wells,Cannington,Benedictine,,Nuns,1536,51.1504,-3.0627,,,39.0,3.663561646,0,1,0,0,1,0,2.966476246,1,39.0,SOMERSET,3,,,,282
Easton Priory,1.0,,,Augustinian,Trinitarian,Friars,1538,51.342285,-1.704163,,,42.0,3.737669618,2,1,0,0,1,0,1.59490569,0,0.0,WILTSHIRE,3,1251.0,,https://www.british-history.ac.uk/vch/wilts/vol3/pp324-327,283
Wintney Priory,1.0,,Wintney,Cistercian,,Nuns,1536,51.290855,-0.887532,,,43.0,3.761200116,0,1,0,0,1,0,0.800031333,1,43.0,HAMPSHIRE,3,1275.0,,"https://www.british-history.ac.uk/vch/hants/vol2/pp149-151, ""towards the end of the twelfth century""",284
Warbleton Priory,,,Rushlake Green,Augustinian,Arrouaisian,Canons,1536,50.939298,0.334321,,,51.0,3.931825633,0,1,0,0,1,0,0.728275727,0,0.0,SUSSEX,3,,,,285
Horton Priory,1.0,,Horton,Benedictine,,Monks,1539,50.866545,-1.958522,Sherborne,,53.0,3.970291914,3,1,0,0,1,0,1.949663426,0,0.0,DORSET,3,971.0,,https://www.british-history.ac.uk/vch/dorset/vol2/pp70-73,286
Cranborne Priory,,,Cranborne,Benedictine,,Monks,1540,50.9187,-1.9239,Tewkesbury,,55.0,4.007333185,4,1,0,0,1,0,1.900144555,0,0.0,DORSET,3,,,,287
Pilton,,,Pilton,Benedictine,,Monks,1539,51.088463,-4.062485,Malmesbury,,56.0,4.025351691,3,1,0,0,1,0,3.96684591,0,0.0,DEVON,3,,,,288
Trebeigh Preceptory,1.0,,Trebeigh,Augustinian,Knights Hospitaller,,1540,50.479336,-4.391753,,,60.0,4.094344562,4,1,0,0,1,0,4.396177686,0,0.0,CORNWALL,3,1150.0,,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=436700&resourceID=19191,289
Cornworthy Priory,,,Cornworthy,Augustinian,,Canonesses,1536,50.3885,-3.6588,,,63.0,4.143134726,0,1,0,0,1,0,3.714070374,1,63.0,DEVON,3,,,,290
Shulbrede Priory,,,Linchmere,Augustinian,,Canons,1536,51.061678,-0.750938,,,72.0,4.276666119,0,1,0,0,1,0,0.775549192,0,0.0,SUSSEX,3,,,,291
Tortington Priory,,,Tortington,Augustinian,,Canons,1536,50.844243,-0.571767,,,75.0,4.317488114,0,1,0,0,1,0,0.805633993,0,0.0,SUSSEX,3,,,,292
Cowick Priory,,,Cowick,Benedictine,,Monks,1538,50.713,-3.554,Tavistock,,78.0,4.356708827,2,1,0,0,1,0,3.527125999,0,0.0,DEVON,3,,,,293
Poling Preceptory,,,,Augustinian,Knights Hospitaller,,1540,50.840944,-0.514432,,,78.0,4.356708827,4,1,0,0,1,0,0.777634223,0,0.0,SUSSEX,3,,,,294
St. Denys Priory,1.0,,Southampton,Augustinian,Austin Friars,Friars,1536,50.92516,-1.38085,,,80.0,4.382026635,0,1,0,0,1,0,1.391608921,0,0.0,HAMPSHIRE,3,1124.0,,https://www.british-history.ac.uk/vch/hants/vol2/pp160-164,295
Ansty Preceptory,1.0,,,Augustinian,Knights Hospitaller,,1540,51.036495,-2.063967,,,81.0,4.394449155,4,1,0,0,1,0,2.002649587,0,0.0,WILTSHIRE,3,1211.0,,https://www.british-history.ac.uk/vch/wilts/vol3/pp328-329,296
Woodspring Priory,,Bath Wells,Kewstoke,Augustinian,Victorine,Canons,1536,51.390967,-2.944774,,,87.0,4.465908119,0,1,0,0,1,0,2.829179167,0,0.0,SOMERSET,3,,,,297
Barlynch Priory,,,Brompton Regis,Augustinian,,Canons,1537,51.0457,-3.5348,,,98.0,4.584967479,1,1,0,0,1,0,3.448102867,0,0.0,SOMERSET,3,,,,298
Dureford Abbey,,,Rogate,Premonstratensian,,Canons,1536,51.008,-0.851,,,98.0,4.584967479,0,0,1,0,1,0,0.88833913,0,0.0,SUSSEX,3,,,,299
Netley Abbey,,,Hound,Cistercian,,Monks,1536,50.878946,-1.357368,Beaulieu,,100.0,4.605170186,0,1,0,0,1,0,1.390688436,0,0.0,HAMPSHIRE,3,,,,300
Templecombe Preceptory,,,Templecombe,Augustinian,Knights Hospitaller,,1539,51.0012,-2.4181,,,107.0,4.672828834,3,1,0,0,1,0,2.355605536,0,0.0,SOMERSET,3,,,,301
Baddesley Preceptory,1.0,,North Baddesley,Augustinian,Knights Hospitaller,,1540,50.985876,-1.422873,,,118.0,4.770684624,4,1,0,0,1,0,1.406107588,0,0.0,HAMPSHIRE,3,1207.0,,"https://www.british-history.ac.uk/vch/hants/vol2/pp187-188, tagged to large land grant as foundation is unknown",302
Ivychurch Priory,,,Alderbury,Augustinian,,Canons,1536,51.0481,-1.7412,,,122.0,4.804021045,0,1,0,0,1,0,1.687544139,0,0.0,WILTSHIRE,3,,,,303
Tywardreath Priory,1.0,,Tywardreath,Benedictine,,Monks,1536,50.356537,-4.693909,,,123.0,4.812184355,0,1,0,0,1,0,4.718951674,0,0.0,CORNWALL,3,1088.0,,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=431215&resourceID=19191,304
Barnstaple,1.0,,Barnstaple,Benedictine,Cluniac,,1536,51.088473,-4.062436,,,123.0,4.812184355,0,1,0,0,1,0,3.966796124,0,0.0,DEVON,3,1107.0,,"https://en.wikipedia.org/wiki/Barnstaple_Priory citing Reed, Margaret A., Pilton: its Past and its People, Barnstaple, 1985",305
Totnes Priory,,,Totnes,Benedictine,,Monks,1536,50.431854,-3.687836,,,124.0,4.820281566,0,1,0,0,1,0,3.728996367,0,0.0,DEVON,3,,,,306
Mottisfont Abbey,,,Mottisfont,Augustinian,,Canons,1536,51.04143,-1.53496,,,124.0,4.820281566,0,1,0,0,1,0,1.492330427,0,0.0,HAMPSHIRE,3,,,,307
Frithelstock Priory,1.0,,Frithelstock,Augustinian,Arrouaisian,Canons,1536,50.955,-4.188333,,,127.0,4.844187086,0,1,0,0,1,0,4.107897476,0,0.0,DEVON,3,1220.0,,"https://historicengland.org.uk/listing/the-list/list-entry/1009304?section=official-list-entry and Hoskins, W.G., A New Survey of England: Devon, London, 1959",308
Quarr Abbey,1.0,,Nr. Fishbourne,Cistercian,,Monks,1536,50.731026,-1.199889,Savigny,,134.0,4.8978398,0,1,0,0,1,0,1.333067115,0,0.0,HAMPSHIRE,3,1131.0,,https://www.british-history.ac.uk/vch/hants/vol2/pp137-139,309
Boxgrove Priory,1.0,,Boxgrove,Benedictine,,Monks,1536,50.860475,-0.711051,,,145.0,4.976733742,0,1,0,0,1,0,0.879473487,0,0.0,SUSSEX,3,1105.0,,https://www.british-history.ac.uk/vch/sussex/vol2/pp56-60,310
"St Nicholas' Priory, Exeter",,,Exeter,Benedictine,,Monks,1536,50.7218,-3.535,,,147.0,4.990432587,0,1,0,0,1,0,3.506631553,0,0.0,DEVON,3,,,,311
Bindon Abbey,1.0,,Wool,Cistercian,,Monks,1539,50.680561,-2.218085,Forde,,147.0,4.990432587,3,1,0,0,1,0,2.257854303,0,0.0,DORSET,3,1172.0,,https://www.british-history.ac.uk/vch/dorset/vol2/pp82-86#fnn3,312
Monkton Farleigh,1.0,,,Benedictine,Cluniac,,1537,51.388848,-2.279744,,,153.0,5.030437921,1,1,0,0,1,0,2.165036395,0,0.0,WILTSHIRE,3,1120.0,,https://www.british-history.ac.uk/vch/wilts/vol3/pp262-268,313
Breamore Priory,,,Breamore,Augustinian,Austin Friars,Friars,1536,50.97085,-1.78419,,,154.0,5.036952602,0,1,0,0,1,0,1.751153509,0,0.0,HAMPSHIRE,3,,,,314
Cleeve Abbey,1.0,,Old Cleeve,Cistercian,,Monks,1537,51.157446,-3.363547,Revesby,,155.0,5.043425117,1,1,0,0,1,0,3.264539868,0,0.0,SOMERSET,3,1189.0,,"https://www.british-history.ac.uk/vch/som/vol2/pp115-118, middle of range",315
Michelham Priory,,,Arlington,Augustinian,,Canons,1536,50.862512,0.21385,,,160.0,5.075173815,0,1,0,0,1,0,0.727620445,0,0.0,SUSSEX,3,,,,316
Polsloe Priory,,,Polsloe,Benedictine,,Nuns,1539,50.734167,-3.501944,,,164.0,5.099866428,3,1,0,0,1,0,3.47164472,1,164.0,DEVON,3,,,,317
Lacock Abbey,,,Lacock,Augustinian,,Canonesses,1539,51.415006,-2.11721,,,168.0,5.123963979,3,1,0,0,1,0,2.001365697,1,168.0,WILTSHIRE,3,,,,318
Stanley Abbey,,,Chippenham,Cistercian,,Monks,1536,51.454722,-2.097222,Quarr,,177.0,5.176149733,0,1,0,0,1,0,1.979893822,0,0.0,WILTSHIRE,3,,,,319
Nunnaminster,1.0,,Winchester,Benedictine,,Nuns,1539,51.060659,-1.310624,,,179.0,5.187385806,3,1,0,0,1,0,1.274370756,1,179.0,HAMPSHIRE,3,963.0,900.0,https://www.british-history.ac.uk/vch/hants/vol2/pp122-126,320
Maiden Bradley Priory,,,,Augustinian,,Canons,1536,51.162134,-2.288807,,,180.0,5.192956851,0,1,0,0,1,0,2.198403883,0,0.0,WILTSHIRE,3,,,,321
Canonsleigh Abbey,,,Burlescombe,Augustinian,,Canonesses,1539,50.948056,-3.329444,,,197.0,5.283203729,3,1,0,0,1,0,3.260139774,1,197.0,DEVON,3,,,,322
Athelney Abbey,1.0,Bath Wells,Athelney,Benedictine,,Monks,1540,51.0593,-2.93458,,,209.0,5.342334252,4,1,0,1,0,0,2.852313111,0,0.0,SOMERSET,3,879.0,,https://historicengland.org.uk/listing/the-list/list-entry/1019099?section=official-list-entry,323
Bradenstoke Priory,1.0,,Bradenstoke,Augustinian,Canons Regular,Canons,1539,51.512222,-2.003611,,,212.0,5.356586275,3,1,0,1,0,0,1.885512309,0,0.0,WILTSHIRE,3,1140.0,,"https://www.british-history.ac.uk/vch/wilts/vol3/pp275-288#fnn3, split diff",324
Tarrant Abbey,,,Tarrant Crawford,Cistercian,,Nuns,1539,50.831431,-2.122276,,,214.0,5.365976015,3,1,0,1,0,0,2.11593415,1,214.0,DORSET,3,,,,325
Witham Charterhouse,1.0,Bath Wells,Witham Friary,Carthusian,,Monks,1539,51.1686,-2.3675,,,215.0,5.370638028,3,0,1,1,0,0,2.275160284,0,0.0,SOMERSET,3,1179.0,,https://www.british-history.ac.uk/vch/som/vol2/pp123-128#anchorn6,326
Buckland Priory,,Bath Wells,Lower Durston,Augustinian,,Canonesses,1539,51.048571,-3.013443,,,223.0,5.407171771,3,1,0,1,0,0,2.931881275,1,223.0,SOMERSET,3,,,,327
St Germans Priory,,,,Augustinian,,Canons,1539,50.396686,-4.309699,,,227.0,5.424950017,3,1,0,1,0,0,4.33693097,0,0.0,CORNWALL,3,,,,328
Newenham Abbey,1.0,,Axminster,Cistercian,,Monks,1539,50.771522,-3.012819,Beaulieu,,227.0,5.424950017,3,1,0,1,0,0,2.987431647,0,0.0,DEVON,3,1246.0,,https://historicengland.org.uk/listing/the-list/list-entry/1011671?section=official-list-entry,329
Kingswood Abbey,1.0,,Kingswood,Cistercian,,Monks,1538,51.626558,-2.366789,,,232.0,5.446737372,2,1,0,1,0,0,2.251707793,0,0.0,WILTSHIRE,3,1139.0,,https://www.british-history.ac.uk/vch/glos/vol2/pp99-101,330
Buckland Abbey,,,Buckland Monachorum,Cistercian,,Monks,1539,50.481262,-4.132979,Quarr,,241.0,5.484796933,3,1,0,1,0,0,4.144581433,0,0.0,DEVON,3,,,,331
Hinton Priory,1.0,,Hinton,Carthusian,,Monks,1539,51.3313,-2.3199,,,248.0,5.513428746,3,0,1,1,0,0,2.209039821,0,0.0,SOMERSET,3,1232.0,,https://www.british-history.ac.uk/vch/som/vol2/pp118-123,332
Robertsbridge Abbey,,,Robertsbridge,Cistercian,,Monks,1538,50.990587,0.490791,Boxley,,248.0,5.513428746,2,1,0,1,0,0,0.800336251,0,0.0,SUSSEX,3,,,,333
Titchfield Abbey,,,Fareham,Premonstratensian,,Canons,1537,50.856855,-1.231017,,,249.0,5.517452896,1,0,1,1,0,0,1.29041956,0,0.0,HAMPSHIRE,3,,,,334
Southwick Priory,,,Southwick,Augustinian,Austin Friars,Canons,1538,50.874722,-1.101389,,,257.0,5.549076085,2,1,0,1,0,0,1.170655968,0,0.0,HAMPSHIRE,3,,,,335
Abbey of St Mary,,,Bodmin,Augustinian,Canons Regular,Canons,1538,50.4692,-4.7155,,,270.0,5.598421959,2,1,0,1,0,0,4.713740701,0,0.0,CORNWALL,3,,,,336
Taunton Priory,,Bath Wells,Taunton,Augustinian,,Canons,1539,51.018083,-3.098198,,,286.0,5.655991811,3,1,0,1,0,0,3.020424875,0,0.0,SOMERSET,3,,,,337
Dunkeswell Abbey,,,Dunkeswell,Cistercian,,Monks,1539,50.889502,-3.222338,Forde,,294.0,5.683579767,3,1,0,1,0,0,3.165645484,0,0.0,DEVON,3,,,,338
Hartland Abbey,1.0,,Hartland,Augustinian,,Canons,1539,50.996667,-4.508611,,,306.0,5.723585102,3,1,0,1,0,0,4.420418262,0,0.0,DEVON,3,1157.0,,https://www.hartlandabbey.com/history/,339
Christchurch Priory,,,Christchurch,Augustinian,,Canons,1539,50.732177,-1.774374,,,312.0,5.743003188,3,1,0,1,0,0,1.829822992,0,0.0,HAMPSHIRE,3,,,,340
Beaulieu Abbey,,,Beaulieu,Cistercian,,Monks,1538,50.821882,-1.449883,Citeaux,,326.0,5.786897381,2,1,0,1,0,0,1.49905048,0,0.0,HAMPSHIRE,3,,,,341
Wherwell Abbey,1.0,,Wherwell,Benedictine,,Nuns,1539,51.16559,-1.44171,,,339.0,5.826000107,3,1,0,1,0,0,1.367684788,1,339.0,HAMPSHIRE,3,986.0,,https://www.british-history.ac.uk/vch/hants/vol2/pp132-137,342
Launceston Priory,1.0,,Newport,Augustinian,,Canons,1538,50.636425,-4.355307,,,354.0,5.869296913,2,1,0,1,0,0,4.326321352,0,0.0,CORNWALL,3,1127.0,,https://launcestonpriory.org.uk/,343
Forde Abbey,1.0,,Thorncombe,Cistercian,,Monks,1539,50.842566,-2.911506,Waverley Abbey,,374.0,5.924255797,3,1,0,1,0,0,2.872035032,0,0.0,DEVON,3,1136.0,,https://historicengland.org.uk/listing/the-list/list-entry/1153362?section=official-list-entry,344
Abbotsbury Abbey,,,Abbotsbury,Benedictine,,Monks,1538,50.664472,-2.598722,,,390.0,5.966146739,2,1,0,1,0,0,2.62076384,0,0.0,DORSET,3,,,,345
Romsey Abbey,1.0,,Romsey,Benedictine,,Nuns,1539,50.98968,-1.50125,,,393.0,5.973809612,3,1,0,1,0,0,1.477781048,1,393.0,HAMPSHIRE,3,967.0,907.0,https://www.british-history.ac.uk/vch/hants/vol2/pp126-132,346
Torre Abbey,,,Torquay,Premonstratensian,,Canons,1539,50.464,-3.541,,,396.0,5.981414211,3,0,1,1,0,0,3.579156382,0,0.0,DEVON,3,,,,347
Keynsham Abbey,1.0,Bath Wells,Keynsham,Augustinian,Victorine,Canons,1539,51.4172,-2.4961,,,419.0,6.03787092,3,1,0,1,0,0,2.379810043,0,0.0,SOMERSET,3,1167.0,,https://www.british-history.ac.uk/vch/som/vol2/pp129-132,348
Bruton Abbey,1.0,Bath Wells,Bruton,Augustinian,,Canons,1539,51.111113,-2.45184,,,439.0,6.084499413,3,1,0,1,0,0,2.367583837,0,0.0,SOMERSET,3,1142.0,,https://www.british-history.ac.uk/vch/som/vol2/pp134-139,349
Edington Priory,,,,Augustinian,Bonshommes,Canons,1539,51.278911,-2.106875,,,442.0,6.091309882,3,1,0,1,0,0,2.00215587,0,0.0,WILTSHIRE,3,,,,350
Muchelney Abbey,,Bath Wells,Muchelney,Benedictine,,Monks,1538,51.016667,-2.653889,,,447.0,6.102558595,2,1,0,1,0,0,2.583331822,0,0.0,SOMERSET,3,,,,351
Montacute Priory,,Bath Wells,Montacute,Benedictine,Cluniac,,1539,50.9482,-2.7172,,,456.0,6.12249281,3,1,0,1,0,0,2.659123925,0,0.0,SOMERSET,3,,,,352
Buckfast Abbey,1.0,,Buckfastleigh,Cistercian,,Monks,1538,50.492984,-3.775765,Savigny,,466.0,6.144185634,2,1,0,1,0,0,3.796423948,0,0.0,DEVON,3,1018.0,,https://www.buckfast.org.uk/history,353
Amesbury Priory,1.0,,Amesbury,Benedictine,,Nuns,1539,51.174037,-1.785074,,,495.0,6.204557763,3,1,0,1,0,0,1.700492121,1,495.0,WILTSHIRE,3,979.0,,https://www.british-history.ac.uk/vch/wilts/vol3/pp242-259,354
Cerne Abbey,,,Cerne Abbas,Benedictine,,Monks,1539,50.810445,-2.476116,,,575.0,6.354370041,3,1,0,1,0,0,2.459596848,0,0.0,DORSET,3,,,,355
Milton Abbey,,,Milton Abbas,Benedictine,,Monks,1539,50.820221,-2.287721,,,578.0,6.359573869,3,1,0,1,0,0,2.276631361,0,0.0,DORSET,3,,,,356
Wilton Abbey,1.0,,Wilton,Benedictine,,Nuns,1539,51.07808,-1.856,,,601.0,6.398594935,3,1,0,1,0,0,1.790768354,1,601.0,WILTSHIRE,3,934.0,,"https://www.british-history.ac.uk/vch/wilts/vol3/pp231-242, ""by 934""",357
Bath Abbey,,Bath Wells,Bath,Benedictine,,Monks,1539,51.381481,-2.358648,,,617.0,6.424869024,3,1,0,1,0,0,2.244230931,0,0.0,SOMERSET,3,,,,358
Sherborne Abbey,1.0,,Sherborne,Benedictine,,Monks,1539,50.946667,-2.516667,,,682.0,6.525029658,3,1,0,1,0,0,2.463831918,0,0.0,DORSET,3,705.0,,https://www.british-history.ac.uk/vch/dorset/vol2/pp62-70,359
Malmesbury Abbey,,,Malmesbury,Benedictine,,Monks,1539,51.584687,-2.098315,,,803.0,6.688354714,3,1,0,1,0,0,1.98162297,0,0.0,WILTSHIRE,3,,,,360
Hyde Abbey,1.0,,Winchester,Benedictine,,Monks,1538,51.0686,-1.3143,,,865.0,6.762729507,2,1,0,1,0,0,1.275040548,0,0.0,HAMPSHIRE,3,901.0,,https://www.british-history.ac.uk/vch/hants/vol2/pp116-122,361
Battle Abbey,1.0,,Battle,Benedictine,,Monks,1538,50.914503,0.48773,,,880.0,6.779921907,2,1,0,1,0,0,0.84949789,0,0.0,SUSSEX,3,1076.0,,https://www.british-history.ac.uk/vch/sussex/vol2/pp52-56,362
Tavistock Abbey,,,Tavistock,Benedictine,,Monks,1539,50.549478,-4.14504,,,902.0,6.80461452,3,1,0,1,0,0,4.139909211,0,0.0,DEVON,3,,,,363
Plympton Priory,,,Plympton,Augustinian,,Canons,1539,50.387169,-4.058161,,,912.0,6.81563999,3,1,0,1,0,0,4.096929355,0,0.0,DEVON,3,,,,364
Lewes Priory,,,Lewes,Benedictine,Cluniac,,1537,50.868404,0.008691,,,920.0,6.82437367,1,1,0,1,0,0,0.654004117,0,0.0,SUSSEX,3,,,,365
Shaftesbury Abbey,,,Shaftesbury,Benedictine,,Nuns,1539,51.0053,-2.1986,,1.0,1160.0,,3,1,0,0,1,0,2.140841503,1,,DORSET,3,,,,366
Winchester Cathedral Priory,,,Winchester,Benedictine,,Monks,1539,51.0613,-1.3134,,,1507.0,7.317876199,3,1,0,1,0,0,1.276743428,0,0.0,HAMPSHIRE,3,,,,367
Glastonbury Abbey,1.0,Bath Wells,Glastonbury,Benedictine,,Monks,1539,51.146677,-2.715335,,,3311.0,8.105005538,3,1,0,1,0,0,2.622524213,0,0.0,SOMERSET,3,700.0,,"https://library.oapen.org/handle/20.500.12657/32051, date obviously v approximate",368
Bodmin,,,Bodmin,Franciscan,"Friars Minor, Conventual",Friars,1538,50.47055,-4.719204,Bristol,,,,2,0,1,0,1,0,4.717055684,0,,CORNWALL,3,,,,369
Truro,,,Truro,Dominican,,Friars,1538,50.263296,-5.055012,London,,,,2,0,1,0,1,0,5.09189267,0,,CORNWALL,3,,,,370
St Carrok,,,,Benedictine,Cluniac,,1536,50.382911,-4.652753,,,,,0,1,0,0,1,0,4.672623187,0,,CORNWALL,3,,,,371
Exeter Dominicans,,,Exeter,Dominican,,Friars,1538,50.723763,-3.528231,London,,,,2,0,1,0,1,0,3.499594556,0,,DEVON,3,,,,372
Exeter Franciscans,,,Exeter,Franciscan,"Friars Minor, Conventual",Friars,1538,50.721807,-3.535012,Bristol,,,,2,0,1,0,1,0,3.506641673,0,,DEVON,3,,,,373
Marsh Barton Priory,,,Marsh Barton,Augustinian,,Canons,1539,50.707768,-3.526644,Plympton,,,,3,1,0,0,1,0,3.501677938,0,,DEVON,3,,,,374
Plymouth Greyfriars,,,Plymouth,Franciscan,"Friars Minor, Conventual",Friars,1538,50.368614,-4.135827,Bristol,,,,2,0,1,0,1,0,4.176708303,0,,DEVON,3,,,,375
Plymouth Whitefriars,,,Plymouth,Carmelites,,,1538,50.371601,-4.130527,,,,,2,0,1,0,1,0,4.170794015,0,,DEVON,3,,,,376
Dorchester Friary,,,Dorchester,Franciscan,"Friars Minor, Conventual",Friars,1538,50.7173,-2.4355,Bristol,,,,2,0,1,0,1,0,2.449227644,0,,DORSET,3,,,,377
Wareham Priory,,,Wareham,Carthusian,,Monks,1539,50.684135,-2.107525,,,,,3,0,1,0,1,0,2.154034547,0,,DORSET,3,,,,378
Melcombe Priory,,,Melcombe Regis,Dominican,,Friars,1538,50.615142,-2.45847,London,,,,2,0,1,0,1,0,2.505614212,0,,DORSET,3,,,,379
"Franciscan Friary, Southampton",,,Southampton,Franciscan,"Friars Minor, Conventual",Friars,1538,50.907086,-1.400436,London,,,,2,0,1,0,1,0,1.417000673,0,,HAMPSHIRE,3,,,,380
"Franciscan Friary, Winchester",,,Winchester,Franciscan,"Friars Minor, Conventual",Friars,1538,51.051906,-1.335686,London,,,,2,0,1,0,1,0,1.300909597,0,,HAMPSHIRE,3,,,,381
Southampton,,,Southampton,Augustinian,Austin Friars,Friars,1538,50.897579,-1.402999,,,,,2,1,0,0,1,0,1.423385022,0,,HAMPSHIRE,3,,,,382
"St Mary's Abbey, Winchester",,,Winchester,Benedictine,,Nuns,1539,51.0608,-1.3095,,,,,3,1,0,0,1,0,1.273269257,1,,HAMPSHIRE,3,,,,383
Winchester Austin Friary,,,Winchester,Augustinian,Austin Friars,Friars,1538,51.076111,-1.318111,Oxford,,,,2,1,0,0,1,0,1.276043128,0,,HAMPSHIRE,3,,,,384
Winchester Blackfriars,,,Winchester,Dominican,,Friars,1538,51.061367,-1.308446,London,,,,2,0,1,0,1,0,1.272083004,0,,HAMPSHIRE,3,,,,385
Winchester Whitefriars,,,Winchester,Carmelites,,Friars,1538,51.056971,-1.315023,,,,,2,0,1,0,1,0,1.279789023,0,,HAMPSHIRE,3,,,,386
Bridgwater Friary,,,Bridgwater,Franciscan,"Friars Minor, Conventual",Friars,1538,51.1252,-3.0071,Bristol,,,,2,0,1,0,1,0,2.914514032,0,,SOMERSET,3,,,,387
Ilchester Friary,,,Ilchester,Dominican,,Friars,1538,51.0017,-2.6874,London,,,,2,0,1,0,1,0,2.619097436,0,,SOMERSET,3,,,,388
