guy,total,name,county,firstName,lastName,place
Milo Hardcastell bailiff of Wyndesley Brynebem and Warshall,320.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Milo,Hardcastell,Wyndesley
Lawrence Smyth receiver of farms of Brymben,480.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",Lawrence,Smyth,Brymben
William Smyth bailiff of Boston,80.0,Fountains Abbey,"YORKSHIRE, WEST RIDING",William,Smyth,Boston
Robert Percey steward of the court,160.0,Knaresborough Priory,"YORKSHIRE, WEST RIDING",Robert,Percey,
Anthony Aldburght bailiff of Knareburght,160.0,Knaresborough Priory,"YORKSHIRE, WEST RIDING",Anthony,Aldburght,Knareburght
Bailiff of Pannall,160.0,Knaresborough Priory,"YORKSHIRE, WEST RIDING",Bailiff,of,Pannall
Peter Cure bailiff of Hampstwhart,160.0,Knaresborough Priory,"YORKSHIRE, WEST RIDING",Peter,Cure,Hampstwhart
William Gaston steward there,320.0,Nunmonkton,"YORKSHIRE, WEST RIDING",William,Gaston,
William Marshall steward of the court and auditor there,320.0,Nunmonkton,"YORKSHIRE, WEST RIDING",William,Marshall,
Robert Broune bailiff of Monketon,160.0,Nunmonkton,"YORKSHIRE, WEST RIDING",Robert,Broune,Monketon
Bailiff of Walton,160.0,Nunmonkton,"YORKSHIRE, WEST RIDING",Bailiff,of,Walton
Bailiff of Ham'ton,160.0,Nunmonkton,"YORKSHIRE, WEST RIDING",Bailiff,of,Ham
Henry Goodryk,4800.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",Henry,Goodryk,
William marshall steward of the court,480.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",William,marshall,
Jacob Palm' bailiff of Wetherby,720.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",Jacob,Palm',Wetherby
Robert Thomson bailiff of Hunsyngor,720.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",Robert,Thomson,Hunsyngor
George Pullan bailiff of Copgrave,240.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",George,Pullan,Copgrave
Thomas Watson bailiff of Copmanthrope,240.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",Thomas,Watson,Copmanthrope
John Goudlayk auditor,480.0,Ribstone Preceptory,"YORKSHIRE, WEST RIDING",John,Goudlayk,
Westhaghton bailiff,160.0,Cockersand Abbey,LANCASHIRE,Westhaghton,bailiff,
Ade Hilton steward of Westhaghton,240.0,Cockersand Abbey,LANCASHIRE,Ade,Hilton,Westhaghton
Thorstan Knollys bailiff of Susthow,320.0,Cockersand Abbey,LANCASHIRE,Thorstan,Knollys,Susthow
John Yatts bailiff of Singleton,320.0,Cockersand Abbey,LANCASHIRE,John,Yatts,Singleton
John Harryson bailiff of P'sall Staynoll,240.0,Cockersand Abbey,LANCASHIRE,John,Harryson,
Richard Grene bailiff of Grastayng,240.0,Cockersand Abbey,LANCASHIRE,Richard,Grene,Grastayng
Robert Holme bailiff of Forton,400.0,Cockersand Abbey,LANCASHIRE,Robert,Holme,Forton
Richard Farryngton bailiff of Hoton,320.0,Cockersand Abbey,LANCASHIRE,Richard,Farryngton,Hoton
Henry Ferryngton steward of Hoton,320.0,Cockersand Abbey,LANCASHIRE,Henry,Ferryngton,Hoton
Thomas Thorneton bailiff of Asshton and Preston,240.0,Cockersand Abbey,LANCASHIRE,Thomas,Thorneton,Asshton
Richard Tho'son bailiff of Catton,240.0,Cockersand Abbey,LANCASHIRE,Richard,Tho'son,Catton
Richard Hochousson bailiff of Bentham,320.0,Cockersand Abbey,LANCASHIRE,Richard,Hochousson,Bentham
Robert Phillypson bailiff of land and tenants in Westmorland,240.0,Cockersand Abbey,LANCASHIRE,Robert,Phillypson,Westmorland
Thomas Stanley steward of Mount Agell Abbey,1200.0,Cockersand Abbey,LANCASHIRE,Thomas,Stanley,Mount
Robert Plesyngton receiver there,1200.0,Cockersand Abbey,LANCASHIRE,Robert,Plesyngton,
Bartholomew Heskett steward of the court,480.0,Cockersand Abbey,LANCASHIRE,Bartholomew,Heskett,
Thomas Lamplew steward of the land,320.0,Calder Abbey,CUMBERLAND,Thomas,Lamplew,
Thomas Dachaund steward of the court,160.0,Calder Abbey,CUMBERLAND,Thomas,Dachaund,
William Ponsonby bailiff of the monastery,800.0,Calder Abbey,CUMBERLAND,William,Ponsonby,
John Dawson bailiff of Deram,240.0,Calder Abbey,CUMBERLAND,John,Dawson,Deram
John Adamson bailiff of Gyelcrowse,240.0,Calder Abbey,CUMBERLAND,John,Adamson,Gyelcrowse
Count of Derbyshire steward in Yorkshire and Lancashire,2400.0,Furness Abbey,LANCASHIRE,Count,of,Derbyshire
Count of Cumberland steward of Wynt'burne,1440.0,Furness Abbey,LANCASHIRE,Count,of,Cumberland
Alex Richardson bailiff of Fornas,1920.0,Furness Abbey,LANCASHIRE,Alex,Richardson,Fornas
Alex Richardson bailiff of Dalton,240.0,Furness Abbey,LANCASHIRE,Alex,Richardson,Dalton
Thomas Port Bailiff of Wynt'burne,640.0,Furness Abbey,LANCASHIRE,Thomas,Port,Wynt
George Hogeson bailiff of Beaumonte and Bolton,240.0,Furness Abbey,LANCASHIRE,George,Hogeson,Beaumonte
Nicholas Flasshby bailiff of Lownesdale,640.0,Furness Abbey,LANCASHIRE,Nicholas,Flasshby,Lownesdale
John Corcar bailiff of Ulverton,240.0,Furness Abbey,LANCASHIRE,John,Corcar,Ulverton
Roland Dacherd bailiff of Egton and Newland,60.0,Furness Abbey,LANCASHIRE,Roland,Dacherd,Egton
William Rollandson bailiff of Colton,192.0,Furness Abbey,LANCASHIRE,William,Rollandson,Colton
Christopher Taillior bailiff of Fencewith,192.0,Furness Abbey,LANCASHIRE,Christopher,Taillior,Fencewith
Rolland' Dochand bailiff of Nebwatth,192.0,Furness Abbey,LANCASHIRE,Rolland',Dochand,Nebwatth
George Brathvayte bailiff of Claiff,192.0,Furness Abbey,LANCASHIRE,George,Brathvayte,Claiff
William Sander bailiff of Graythvayte,192.0,Furness Abbey,LANCASHIRE,William,Sander,Graythvayte
Jacob Banke bailiff of Hawkeshede and Brathvait,320.0,Furness Abbey,LANCASHIRE,Jacob,Banke,Hawkeshede
John Tomlynson bailiff of Grisedale,192.0,Furness Abbey,LANCASHIRE,John,Tomlynson,Grisedale
John Fyssher of Borowdale,480.0,Furness Abbey,LANCASHIRE,John,Fyssher,Borowdale
William Stakho' bailiff of Cowpeland,360.0,Furness Abbey,LANCASHIRE,William,Stakho',Cowpeland
Leonard Fawcett receiver general,4800.0,Furness Abbey,LANCASHIRE,Leonard,Fawcett,
Andrew B'ton for counsel,960.0,Furness Abbey,LANCASHIRE,Andrew,B'ton,
Hugh Flemyng steward of the priory,640.0,Conishead Priory,LANCASHIRE,Hugh,Flemyng,
John Towers bailiff of Blawithe,80.0,Conishead Priory,LANCASHIRE,John,Towers,Blawithe
William Jakeson bailiff of Blasbrorme,160.0,Conishead Priory,LANCASHIRE,William,Jakeson,Blasbrorme
Henry Moure bailiff of Whetbeke,80.0,Conishead Priory,LANCASHIRE,Henry,Moure,Whetbeke
John Dyconson bailiff oc Haverbreke,80.0,Conishead Priory,LANCASHIRE,John,Dyconson,
William Torner bailiff of land in Lancashire,48.0,Conishead Priory,LANCASHIRE,William,Torner,Lancashire
Count Darby chief steward of the land,480.0,Cartmel Priory,LANCASHIRE,Count,Darby,
John Standisly steward of the court,400.0,Cartmel Priory,LANCASHIRE,John,Standisly,
William Nelson auditor,960.0,Cartmel Priory,LANCASHIRE,William,Nelson,
Roland Jakeson bailiff of Sylverdale,240.0,Cartmel Priory,LANCASHIRE,Roland,Jakeson,Sylverdale
Peter Byrkhed rector of the priory,320.0,Cartmel Priory,LANCASHIRE,Peter,Byrkhed,
John Hadryngton and Matthew Stevynson bailiffs  of the priory,240.0,Lanercost Priory,CUMBERLAND,John,Hadryngton,
Constable? Of the rectory of Caldbeck,40.0,Holmcultram Abbey,CUMBERLAND,Constable?,Of,Caldbeck
Henry count of Cumberland steward of the monastery,480.0,Holmcultram Abbey,CUMBERLAND,Henry,count,Cumberland
Richard Banwys steward of the court of the monastery,320.0,Holmcultram Abbey,CUMBERLAND,Richard,Banwys,
Gilbert Fisher bailiff of Flemyngbye,400.0,Holmcultram Abbey,CUMBERLAND,Gilbert,Fisher,Flemyngbye
Richard Salkeld deputy of Henry count of Cumberland chief steward,480.0,Shap Abbey,WESTMORLAND,Richard,Salkeld,Henry
Galfrid Middelton steward in Preston,240.0,Shap Abbey,WESTMORLAND,Galfrid,Middelton,Preston
Six bailiffs of aforesaid lands,480.0,Shap Abbey,WESTMORLAND,Six,bailiffs,
Thomas Nevill chief steward of the monastery,2400.0,Durham Priory,DURHAM,Thomas,Nevill,
Thomas Tempest steward of the court,1600.0,Durham Priory,DURHAM,Thomas,Tempest,
Robert Tempest steward of the court of the old city of Durham and Elwet,720.0,Durham Priory,DURHAM,Robert,Tempest,Durham
Thomas Forster bailiff of Elwett and Shinckley,800.0,Durham Priory,DURHAM,Thomas,Forster,Elwett
Richard Moley bailiff of old city Durham,240.0,Durham Priory,DURHAM,Richard,Moley,
George Davyson bailiff of Byllyngham,800.0,Durham Priory,DURHAM,George,Davyson,Byllyngham
William Barnard for Byllynghamshire and Durham (combined),800.0,Durham Priory,DURHAM,William,Barnard,
Gavin Trotter bailiff of Acley,640.0,Durham Priory,DURHAM,Gavin,Trotter,Trotter
Henry Fetherstanehaugh receiver in Estm'ynton Westm'yngton and Midm'yngton,320.0,Durham Priory,DURHAM,Henry,Fetherstanehaugh,Estm
Richard Wylley bailiff of Heworth,400.0,Durham Priory,DURHAM,Richard,Wylley,Heworth
Thomas Horsley bailiff of Shellez,640.0,Durham Priory,DURHAM,Thomas,Horsley,Shellez
Jasper Horsley receiver in Werelshierd,320.0,Durham Priory,DURHAM,Jasper,Horsley,Werelshierd
Christopher Morland receiver in Estranton Westranton Southpittyngton and Northpittyngton,240.0,Durham Priory,DURHAM,Christopher,Morland,Estranton
Thomas Whitfeld bailiff of Mogleswyk,160.0,Durham Priory,DURHAM,Thomas,Whitfeld,Mogleswyk
Edmund Stote steward of the court of Mogleswyk,160.0,Durham Priory,DURHAM,Edmund,Stote,Mogleswyk
Edmund Stote steward of the court of Hett',80.0,Durham Priory,DURHAM,Edmund,Stote,Hett
Edward Sivalwell receiver in Broptoft Braydley and Werdall,480.0,Durham Priory,DURHAM,Edward,Sivalwell,Broptoft
John Brymeley instructor of poor lay boys,1600.0,Durham Priory,DURHAM,John,Brymeley,
Robert Mennell steward of the court of Shoreswod,480.0,Durham Priory,DURHAM,Robert,Mennell,Shoreswod
Robert Sanderson bailiff of Shoreswod,640.0,Durham Priory,DURHAM,Robert,Sanderson,Shoreswod
John Clerk bailiff of Wyllyngton and Walleshend,240.0,Durham Priory,DURHAM,John,Clerk,Wyllyngton
Robert Porter receiver there,160.0,Durham Priory,DURHAM,Robert,Porter,
William Peirce steward of the court of Hemmyngburgh,800.0,Durham Priory,DURHAM,William,Peirce,Hemmyngburgh
John Emerson bailiff of Hemmyngburgh,320.0,Durham Priory,DURHAM,John,Emerson,Hemmyngburgh
Thomas Fayrfax steward of Holtby,480.0,Durham Priory,DURHAM,Thomas,Fayrfax,Holtby
Richard Crosby receiver of Holtby,320.0,Durham Priory,DURHAM,Richard,Crosby,Holtby
William Androw receiver in Hemmyngburgh,480.0,Durham Priory,DURHAM,William,Androw,Hemmyngburgh
William Percy steward of Youkeflett,640.0,Finchale Abbey,DURHAM,William,Percy,Youkeflett
William Monketon receiver in Youkeflett,320.0,Finchale Abbey,DURHAM,William,Monketon,Youkeflett
Robert Bowes steward of the court of Fynckall,480.0,Finchale Abbey,DURHAM,Robert,Bowes,Fynckall
William Duckett bailiff of Softeley,320.0,Finchale Abbey,DURHAM,William,Duckett,Softeley
Anthony Rakett receiver in Wyngat Hessewell and Softeley,360.0,Finchale Abbey,DURHAM,Anthony,Rakett,Wyngat
Robert Sharparow receiver in Jarrow,240.0,Jarrow Priory,DURHAM,Robert,Sharparow,Jarrow
George Rede bailiff of Wermoth,240.0,Monkwearmouth Abbey,DURHAM,George,Rede,Wermoth
John Bednell steward of the court of the cell,240.0,Lindisfarne Priory,DURHAM,John,Bednell,
John Hyndmars bailiff of Lindisfarne,80.0,Lindisfarne Priory,DURHAM,John,Hyndmars,Lindisfarne
Henry Oglee receiver of Lindisfarne,320.0,Lindisfarne Priory,DURHAM,Henry,Oglee,Lindisfarne
William Steille bailiff and receiver for Fenham,240.0,Lindisfarne Priory,DURHAM,William,Steille,
Count of Derbyshire steward of the cell,480.0,Lytham Priory,LANCASHIRE,Count,of,Derbyshire
Bartholomew Eskett steward of the court there,80.0,Lytham Priory,LANCASHIRE,Bartholomew,Eskett,
Thomas Gartham bailiff of Lethum,160.0,Lytham Priory,LANCASHIRE,Thomas,Gartham,Lethum
Roland Hudspeth receiver of the cell,240.0,Lytham Priory,LANCASHIRE,Roland,Hudspeth,
Bailiff of the lord King in Andrenes,40.0,Lytham Priory,LANCASHIRE,Bailiff,of,Andrenes
Henry Laic' steward of court of Stampford,280.0,"St Leonard's Priory, Stamford",LINCOLNSHIRE,Henry,Laic',Stampford
Richard Cawarde bailiff of the cell,160.0,"St Leonard's Priory, Stamford",LINCOLNSHIRE,Richard,Cawarde,
Henry Gardyner steward of court of Blyburgh and Cleteham,160.0,"St Leonard's Priory, Stamford",LINCOLNSHIRE,Henry,Gardyner,Blyburgh
Robert Hasselrig steward of Normanton,160.0,"St Leonard's Priory, Stamford",LINCOLNSHIRE,Robert,Hasselrig,Normanton
John Wryght bailiff of Normanton,120.0,"St Leonard's Priory, Stamford",LINCOLNSHIRE,John,Wryght,Normanton
William Midlebrugh receiver of Thissilton' Barrow,40.0,"St Leonard's Priory, Stamford",LINCOLNSHIRE,William,Midlebrugh,Thissilton
Laurence Atkyngson receiver of the college and its possessions,1440.0,Durham College,OXFORDSHIRE,Laurence,Atkyngson,
Robert Bowes steward of priory,320.0,Neasham Priory,DURHAM,Robert,Bowes,
Nicholas Clybborne bailiff and receiver of the priory,240.0,Neasham Priory,DURHAM,Nicholas,Clybborne,
Minster bailiff or receiver stipend,1960.0,St Augustine's Abbey,KENT,Minster,bailiff,
Northborne bailiff/receiver stipend,1064.0,St Augustine's Abbey,KENT,Northborne,bailiff/receiver,
Kent sheriff,83.0,St Augustine's Abbey,KENT,Kent,sheriff,
Chislet bailiff/receiver stipend,480.0,St Augustine's Abbey,KENT,Chislet,bailiff/receiver,
Sturry bailiff/receiver stipend,480.0,St Augustine's Abbey,KENT,Sturry,bailiff/receiver,
Fordwich receiver stipend,528.0,St Augustine's Abbey,KENT,Fordwich,receiver,
Stodmarsh bailiff/receiver stipend,440.0,St Augustine's Abbey,KENT,Stodmarsh,bailiff/receiver,
Littlebourne bailiff/receiver,520.0,St Augustine's Abbey,KENT,Littlebourne,bailiff/receiver,
Longport bailiff/receiver,1440.0,St Augustine's Abbey,KENT,Longport,bailiff/receiver,
 Kennington (Conningbrooke) bailiff/receiver,480.0,St Augustine's Abbey,KENT,Kennington,(Conningbrooke),
Burmarsh and Snave bailiff/receiver,584.0,St Augustine's Abbey,KENT,Burmarsh,and,
Newenden bailiff/receiver,680.0,St Augustine's Abbey,KENT,Newenden,bailiff/receiver,
Hamellis bailiff/receiver,720.0,St Augustine's Abbey,KENT,Hamellis,bailiff/receiver,
Wyngate and Garrington sheriff,3.0,St Augustine's Abbey,KENT,Wyngate,and,
Nackington bailiff/receiver,80.0,St Augustine's Abbey,KENT,Nackington,bailiff/receiver,
Canterbury Sturre Fordwic Sesallter Westbere receiver/bailiff,80.0,St Augustine's Abbey,KENT,Canterbury,Sturre,
Sellinge bailiff/receiver,360.0,St Augustine's Abbey,KENT,Sellinge,bailiff/receiver,
Bailiff/receiver there,80.0,St Augustine's Abbey,KENT,Bailiff/receiver,there,
Duke of Norfolk,1600.0,St Augustine's Abbey,KENT,Duke,of,Norfolk
Christopher Hales esq.,1600.0,St Augustine's Abbey,KENT,Christopher,Hales,
Humphrey Gaye for court held in Snave Burwardemershe Lenham Newyngton Sellinge Ryple Langton etc,720.0,St Augustine's Abbey,KENT,Humphrey,Gaye,Snave
Auditor of monastic accounts,1920.0,St Augustine's Abbey,KENT,Auditor,of,
John Bere steward of the court held at Plompstede,320.0,St Augustine's Abbey,KENT,John,Bere,Plompstede
Sheriff's turn there,7.0,St Gregory's Priory,KENT,Sheriff's,turn,
Sheriff's turn there,2.0,St Gregory's Priory,KENT,Sheriff's,turn,
Christopher Hales head steward of our council,480.0,St Gregory's Priory,KENT,Christopher,Hales,
Humphrey Gay auditor of monastic accounts,160.0,St Gregory's Priory,KENT,Humphrey,Gay,
Thomas Dyrycke collector of rent and farms,1200.0,St Gregory's Priory,KENT,Thomas,Dyrycke,
Collector of rents in Houghfeld,80.0,St Gregory's Priory,KENT,Collector,of,Houghfeld
General collector of rents,1600.0,St Gregory's Priory,KENT,General,collector,
Collector in Natyngton,1600.0,St Gregory's Priory,KENT,Collector,in,Natyngton
Master Leonard Hetherington sergeant of the archbishop,640.0,St Gregory's Priory,KENT,Master,Leonard,
James Hales steward of the court of the monastery,320.0,St Sepulchre,KENT,James,Hales,
John Courthop bailiff and receiver,360.0,St Sepulchre,KENT,John,Courthop,
Christopher Hales steward,480.0,Monks Horton,KENT,Christopher,Hales,
Auditor of monastery,160.0,Monks Horton,KENT,Auditor,of,
Bailiffs and receivers of Horton and Tynton and others,1280.0,Monks Horton,KENT,Bailiffs,and,Horton
John Ellys steward and auditor there,160.0,Langdon Abbey,KENT,John,Ellys,
Walter Godfrey receiver and rent gatherer of the abbey,992.0,Langdon Abbey,KENT,Walter,Godfrey,
Thomas Lyons bailiff of the abbey,640.0,Langdon Abbey,KENT,Thomas,Lyons,
Lord Wyndfore,400.0,Bilsington Priory,KENT,Lord,Wyndfore,
William Hawte,252.0,Bilsington Priory,KENT,William,Hawte,
Steward,480.0,Bilsington Priory,KENT,Steward,,
Bailiff and receiver,1200.0,Bilsington Priory,KENT,Bailiff,and,
Steward of the court,480.0,Folkestone Priory,KENT,Steward,of,
Rent gatherer,240.0,Folkestone Priory,KENT,Rent,gatherer,
"Christopher Hales, king's attorney high steward",480.0,Dover Priory,KENT,Christopher,"Hales,",
Robert Weldon steward of the courts,800.0,Dover Priory,KENT,Robert,Weldon,
Thomas Wreke auditor,320.0,Dover Priory,KENT,Thomas,Wreke,
Hamon Paronell bedell of the rents of St Margarets Buckland Guston and Syb'isvold,640.0,Dover Priory,KENT,Hamon,Paronell,St
Bartholomew Kenett bedell of rents of Deal Brandred Canterbury and other,640.0,Dover Priory,KENT,Bartholomew,Kenett,Deal
Richard Wyvell bedell of Polton Stansted at Adlyngton,160.0,Dover Priory,KENT,Richard,Wyvell,Polton
Richard Benet bedell of Hougham Weald and others,640.0,Dover Priory,KENT,Richard,Benet,Hougham
Master Christopher Hales steward of the monastery,480.0,St Radegund's Abbey,KENT,Master,Christopher,
Steward of the court there,320.0,St Radegund's Abbey,KENT,Steward,of,
Auditor of monastic accounts,480.0,St Radegund's Abbey,KENT,Auditor,of,
Collector of rents,480.0,St Radegund's Abbey,KENT,Collector,of,
General receiver of rents and farms,480.0,St Radegund's Abbey,KENT,General,receiver,
Antony Seyntleg' squire,1200.0,Leeds Priory,KENT,Antony,Seyntleg',
Robert Seyntleg' receiver,1280.0,Leeds Priory,KENT,Robert,Seyntleg',
Walter Tayler auditor,480.0,Leeds Priory,KENT,Walter,Tayler,
Receiver,80.0,St Sexburga/ Minster,KENT,Receiver,,
Receiver,80.0,St Sexburga/ Minster,KENT,Receiver,,
Thomas Cheynee steward,800.0,St Sexburga/ Minster,KENT,Thomas,Cheynee,
John Sethe understeward,240.0,St Sexburga/ Minster,KENT,John,Sethe,
John Wakefield Auditor,240.0,St Sexburga/ Minster,KENT,John,Wakefield,
High steward,480.0,Boxley Abbey,KENT,High,steward,
Auditor,480.0,Boxley Abbey,KENT,Auditor,,
Receiver,800.0,Boxley Abbey,KENT,Receiver,,
Sheriff's turn?,9.0,Faversham Abbey,KENT,Sheriff's,turn?,
Sheriff,12.0,Faversham Abbey,KENT,Sheriff,,
William Roper steward for lands in Kent,2000.0,Faversham Abbey,KENT,William,Roper,Kent
Faversham bailiff,256.0,Faversham Abbey,KENT,Faversham,bailiff,
Faversham receiver,640.0,Faversham Abbey,KENT,Faversham,receiver,
Kingissnoth and Uplond receiver,800.0,Faversham Abbey,KENT,Kingissnoth,and,
Auditor of monastic accounts,800.0,Faversham Abbey,KENT,Auditor,of,
Receiver of Elynden Lamb'tislonde Blean Bosynden etc,800.0,Faversham Abbey,KENT,Receiver,of,Elynden
Steward of court there,160.0,Faversham Abbey,KENT,Steward,of,
Receiver there,240.0,Faversham Abbey,KENT,Receiver,there,
Steward of court,480.0,Swingfield Preceptory,KENT,Steward,of,
Receiver,800.0,Swingfield Preceptory,KENT,Receiver,,
Receiver of penny rents,320.0,Swingfield Preceptory,KENT,Receiver,of,
Sheriff of Kent (com),29.0,Combwell Priory,KENT,Sheriff,of,Kent
Steward,480.0,Combwell Priory,KENT,Steward,,
Receiver,960.0,Combwell Priory,KENT,Receiver,,
Haddenham bailiff,160.0,Rochester Cathedral,KENT,Haddenham,bailiff,
Laurence Smith bailiff of Denton,80.0,Rochester Cathedral,KENT,Laurence,Smith,Denton
Laurence Smith bailiff of Derunth,240.0,Rochester Cathedral,KENT,Laurence,Smith,Derunth
Laurence Smith bailiff of Southflete,480.0,Rochester Cathedral,KENT,Laurence,Smith,Southflete
Edmund Estrigge bailiff of Frendisbery,480.0,Rochester Cathedral,KENT,Edmund,Estrigge,Frendisbery
Edmund Estrigge bailiff of Woldham,120.0,Rochester Cathedral,KENT,Edmund,Estrigge,Woldham
Laurence Smith bailiff of Stoke,160.0,Rochester Cathedral,KENT,Laurence,Smith,Stoke
Edmund Estrige bailiff of Sharstede,40.0,Rochester Cathedral,KENT,Edmund,Estrige,Sharstede
Steward of the manor lands and tenants,800.0,Rochester Cathedral,KENT,Steward,of,
Auditor of the monastic accounts,1200.0,Rochester Cathedral,KENT,Auditor,of,
Laurence Smith general receiver,960.0,Rochester Cathedral,KENT,Laurence,Smith,
Richard Chapman bailiff of aforesaid lands,80.0,Rochester Cathedral,KENT,Richard,Chapman,
Bailiff ,36.0,Rochester Cathedral,KENT,Bailiff,,
Rent collector for Westmalling,480.0,Malling Abbey,KENT,Rent,collector,
Parrok rent collector,137.0,Malling Abbey,KENT,Parrok,rent,
Estmalling rent collector,412.0,Malling Abbey,KENT,Estmalling,rent,
Magna Cornard steward and bailiff,640.0,Malling Abbey,KENT,Magna,Cornard,
Wynbisshe rent collector,20.0,Malling Abbey,KENT,Wynbisshe,rent,
chief steward of the monastery,640.0,Malling Abbey,KENT,chief,steward,
Court steward in Kent,480.0,Malling Abbey,KENT,Court,steward,Kent
Auditor of monastery,160.0,Malling Abbey,KENT,Auditor,of,
Dartford rent collector,560.0,Dartford Priory,KENT,Dartford,rent,
"Fees of bailiffs, reeves, rent collectors, and other officials",2560.0,Dartford Priory,KENT,Fees,of,
Steward of Colwynton,480.0,Dartford Priory,KENT,Steward,of,Colwynton
Norton Bavent steward,240.0,Dartford Priory,KENT,Norton,Bavent,
rent collector,720.0,Dartford Priory,KENT,rent,collector,
chief steward of the monastery,1600.0,Dartford Priory,KENT,chief,steward,
Martin Sidley supervisor? Of all lands,1920.0,Dartford Priory,KENT,Martin,Sidley,Sidley
Auditor,720.0,Dartford Priory,KENT,Auditor,,
Substeward of lands and possessions of monastery,1920.0,Dartford Priory,KENT,Substeward,of,
Robert Waren bailiff there,160.0,St Catherine's Priory,LINCOLNSHIRE,Robert,Waren,
John Netilton bailiff in Lincoln,240.0,St Catherine's Priory,LINCOLNSHIRE,John,Netilton,Lincoln
Lord Huse steward of the house,480.0,St Catherine's Priory,LINCOLNSHIRE,Lord,Huse,
Antonii Missenden steward in parts of Lindsey,240.0,St Catherine's Priory,LINCOLNSHIRE,Antonii,Missenden,Lindsey
Robert Waren bailiff in many places,960.0,St Catherine's Priory,LINCOLNSHIRE,Robert,Waren,
Ade Lincoln' bailiff and collector,480.0,St Catherine's Priory,LINCOLNSHIRE,Ade,Lincoln',
Robert Couper auditor of the house,320.0,St Catherine's Priory,LINCOLNSHIRE,Robert,Couper,
Lord of Som'ton for service,48.0,Kirkstead Abbey,LINCOLNSHIRE,Lord,of,Som
George Taylboys chief steward,640.0,Kirkstead Abbey,LINCOLNSHIRE,George,Taylboys,
John Hussey care of the court of Harmtree,320.0,Kirkstead Abbey,LINCOLNSHIRE,John,Hussey,Harmtree
Robert Hussey steward of court at Scampton and Dunham,240.0,Kirkstead Abbey,LINCOLNSHIRE,Robert,Hussey,Scampton
Thomas Hussey steward of Marton court,240.0,Kirkstead Abbey,LINCOLNSHIRE,Thomas,Hussey,Marton
John Rudde steward of Gayton Covenham and Ulesby court,240.0,Kirkstead Abbey,LINCOLNSHIRE,John,Rudde,Gayton
Thomas Stephynson steward of court of Thymelby Wodhall Roughtton Kerkby upon Bayn and Kerksted,480.0,Kirkstead Abbey,LINCOLNSHIRE,Thomas,Stephynson,Thymelby
John Hylle auditor,320.0,Kirkstead Abbey,LINCOLNSHIRE,John,Hylle,
Thomas Dymoke bailiff of Scampton,720.0,Kirkstead Abbey,LINCOLNSHIRE,Thomas,Dymoke,Scampton
Hamon Sutton bailiff of Branston Schepwaysche Canwyke Lincoln and Newark,240.0,Kirkstead Abbey,LINCOLNSHIRE,Hamon,Sutton,Branston
Jacom Savege bailiff of Senecliff,160.0,Kirkstead Abbey,LINCOLNSHIRE,Jacom,Savege,Senecliff
Henry Flemmynge bailiff of Covenham,400.0,Kirkstead Abbey,LINCOLNSHIRE,Henry,Flemmynge,Covenham
Henry Flemmynge bailiff of Roughtton Kerkby upon Bayne and Haltham,240.0,Kirkstead Abbey,LINCOLNSHIRE,Henry,Flemmynge,Roughtton
Edward Wylkynson bailiff of Thymelby Wodhall Horncastle Langton near Horncastle and Marton near Horncastle,320.0,Kirkstead Abbey,LINCOLNSHIRE,Edward,Wylkynson,Thymelby
John Parker bailiff of Harmetree and Wildmore,400.0,Kirkstead Abbey,LINCOLNSHIRE,John,Parker,Harmetree
Richard Dytton bailiff of Boston,80.0,Kirkstead Abbey,LINCOLNSHIRE,Richard,Dytton,Boston
Richard Burton bailiff of Kerksted and Marisco in le3 Fenne3,480.0,Kirkstead Abbey,LINCOLNSHIRE,Richard,Burton,Kerksted
John Wylkynson bailiff of Ulseby Langton Dawby Swayby and Hoggestrop,40.0,Kirkstead Abbey,LINCOLNSHIRE,John,Wylkynson,Ulseby
John Johnson bailiff of Marton and Tymberland,40.0,Kirkstead Abbey,LINCOLNSHIRE,John,Johnson,Marton
John Walker bailiff of Dunham Snelland Westlaby Reesby and Langton near Wragby,240.0,Kirkstead Abbey,LINCOLNSHIRE,John,Walker,Dunham
George Tailbos chief steward of Tupholme,480.0,Tupholme Abbey,LINCOLNSHIRE,George,Tailbos,Tupholme
Nicholas Westowe bailiff of Randby,40.0,Tupholme Abbey,LINCOLNSHIRE,Nicholas,Westowe,Randby
John Ingram bailiff of Aschby,80.0,Tupholme Abbey,LINCOLNSHIRE,John,Ingram,Aschby
John Walker bailiff of Media Rasyn,40.0,Tupholme Abbey,LINCOLNSHIRE,John,Walker,Media
Robert Dymoke chief steward of the moanstery,320.0,Stixwould Priory Cistercians,LINCOLNSHIRE,Robert,Dymoke,
Edward Villars bailiff of Hun'gton,240.0,Stixwould Priory Cistercians,LINCOLNSHIRE,Edward,Villars,Hun
John Hennege steward of the court in parts of Lyndsey,160.0,Stixwould Priory Cistercians,LINCOLNSHIRE,John,Hennege,Lyndsey
